symbol,price,signal,score,confidence,buy_votes,sell_votes,ret_1d,ret_5d,ret_1mo,ret_3mo,vol_ann,reason,sig_trend,sig_momentum,sig_rsi,sig_macd,sig_bollinger,sig_volume,sig_reversal,sig_volatility
SOL-USD,85.6,SELL,-3,37.5,1,4,2.42,-43.98,-43.98,-43.98,51.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -57.0% | RSI=57.8 (bearish zone),-1,-1,-1,1,-1,0,0,0
UNI7083-USD,3.252,SELL,-3,37.5,1,4,0.62,-54.69,-54.69,-54.69,68.0,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -70.0% | RSI=55.1 (bearish zone),-1,-1,-1,1,0,0,0,-1
PDD,103.79,NEUTRAL,-1,12.5,1,2,-0.95,1.23,1.23,1.23,32.5,RSI=63.3 (bearish zone) | MACD line above signal | Near upper band (BB%=0.81),0,0,-1,1,-1,0,0,0
BABA,139.95,WEAK SELL,-2,25.0,1,3,-0.75,21.66,21.66,21.66,36.3,RSI=77.4 (overbought) | MACD line above signal | Near upper band (BB%=0.99),0,0,-1,1,-1,0,-1,0
DOGE-USD,0.0951,WEAK SELL,-2,25.0,1,3,2.16,-45.88,-45.88,-45.88,39.5,12-1mo return: -61.5% | RSI=57.3 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
JD,31.345,WEAK SELL,-2,25.0,1,3,-0.81,-2.13,-2.13,-2.13,44.4,12-1mo return: -15.5% | RSI=76.4 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
FIL-USD,0.924,WEAK SELL,-2,25.0,1,3,1.9,-61.83,-61.83,-61.83,63.5,12-1mo return: -69.0% | RSI=56.6 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
ATOM-USD,1.796,WEAK SELL,-2,25.0,1,3,2.15,-56.13,-56.13,-56.13,35.7,12-1mo return: -64.6% | RSI=58.8 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
XPEV,17.6581,NEUTRAL,-1,12.5,1,2,-2.44,-4.91,-4.91,-4.91,48.5,Price < SMA50 < SMA200 (downtrend) | RSI=60.4 (bearish zone) | MACD line above signal,-1,0,-1,1,0,0,0,0
LI,18.68,WEAK SELL,-2,25.0,1,3,1.58,-30.66,-30.66,-30.66,34.3,12-1mo return: -36.5% | RSI=63.2 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
TME,10.1545,SELL,-3,37.5,1,4,0.74,-42.71,-42.71,-42.71,29.3,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -43.5% | RSI=76.9 (overbought),-1,-1,-1,1,-1,0,0,0
BILI,24.985,NEUTRAL,-1,12.5,2,3,-0.66,21.29,21.29,21.29,39.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +22.0% | RSI=81.3 (overbought),-1,1,-1,1,-1,0,0,0
NIO,6.705,NEUTRAL,0,0.0,2,2,-1.83,94.91,94.91,94.91,66.0,12-1mo return: +71.2% | RSI=71.2 (overbought) | MACD line above signal,0,1,-1,1,-1,0,0,0
TCOM,54.75,WEAK SELL,-2,25.0,1,3,-0.8,-9.76,-9.76,-9.76,24.9,12-1mo return: -14.7% | RSI=83.5 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
TAL,12.235,NEUTRAL,0,0.0,2,2,-3.2,17.76,17.76,17.76,39.8,Price > SMA50 > SMA200 (uptrend) | RSI=67.5 (bearish zone) | MACD line above signal,1,0,-1,1,-1,0,0,0
FUTU,164.7,NEUTRAL,0,0.0,2,2,-1.34,37.51,37.51,37.51,49.4,12-1mo return: +14.6% | RSI=89.1 (overbought) | MACD line above signal,0,1,-1,1,-1,0,0,0
BIDU,126.26,NEUTRAL,1,12.5,3,2,0.1,46.8,46.8,46.8,43.6,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +38.4% | RSI=79.4 (overbought),1,1,-1,1,-1,0,0,0
YUMC,48.69,BUY,3,37.5,3,0,0.29,14.05,14.05,14.05,22.1,12-1mo return: +25.8% | MACD line above signal | Near lower band (BB%=0.32),0,1,0,1,1,0,0,0
MNSO,15.75,NEUTRAL,0,0.0,2,2,-1.75,-11.91,-11.91,-11.91,37.0,Price < SMA50 < SMA200 (downtrend) | RSI=55.2 (bearish zone) | MACD line above signal,-1,0,-1,1,1,0,0,0
QFIN,13.87,SELL,-3,37.5,1,4,-1.84,-66.63,-66.63,-66.63,40.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -68.6% | RSI=69.1 (bearish zone),-1,-1,-1,1,-1,0,0,0
EDU,57.85,NEUTRAL,1,12.5,3,2,-2.33,22.05,22.05,22.05,29.8,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +20.0% | RSI=64.1 (bearish zone),1,1,-1,1,-1,0,0,0
ATHM,18.73,SELL,-3,37.5,1,4,0.05,-27.12,-27.12,-27.12,25.9,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -28.4% | RSI=82.3 (overbought),-1,-1,-1,1,-1,0,0,0
WB,8.795,WEAK SELL,-2,25.0,1,3,-0.51,-2.03,-2.03,-2.03,18.2,Price < SMA50 < SMA200 (downtrend) | RSI=78.7 (overbought) | MACD line above signal,-1,0,-1,1,-1,0,0,0
HMC,25.3421,SELL,-3,37.5,1,4,1.37,-13.68,-13.68,-13.68,27.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -16.2% | RSI=69.5 (bearish zone),-1,-1,-1,1,-1,0,0,0
SE,89.66,SELL,-3,37.5,1,4,-1.83,-42.99,-42.99,-42.99,42.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -48.5% | RSI=79.1 (overbought),-1,-1,-1,1,-1,0,0,0
INFY,14.195,WEAK SELL,-2,25.0,1,3,-1.83,-22.83,-22.83,-22.83,34.8,12-1mo return: -29.1% | RSI=63.7 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
ASML,1466.46,NEUTRAL,1,12.5,3,2,0.46,94.08,94.08,94.08,55.3,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +80.8% | RSI=69.7 (bearish zone),1,1,-1,1,-1,0,0,0
TM,214.84,NEUTRAL,-1,12.5,2,3,-1.09,23.51,23.51,23.51,28.6,12-1mo return: +20.1% | RSI=65.7 (bearish zone) | MACD line above signal,0,1,-1,1,-1,-1,0,0
GRAB,4.24,WEAK SELL,-2,25.0,1,3,0.71,-11.67,-11.67,-11.67,35.5,12-1mo return: -23.3% | RSI=86.6 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
WIT,2.14,WEAK SELL,-2,25.0,1,3,-2.28,-27.71,-27.71,-27.71,35.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -26.0% | RSI=55.4 (bearish zone),-1,-1,-1,1,0,0,0,0
HDB,26.49,SELL,-3,37.5,1,4,-3.71,-27.49,-27.49,-27.49,41.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -28.5% | RSI=66.9 (bearish zone),-1,-1,-1,1,-1,0,0,0
SAP,177.18,SELL,-4,50.0,1,5,-2.23,-39.45,-39.45,-39.45,33.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -36.8% | RSI=61.7 (bearish zone),-1,-1,-1,1,-1,0,-1,0
MANU,17.735,NEUTRAL,0,0.0,2,2,1.0,2.34,2.34,2.34,23.0,Price > SMA50 > SMA200 (uptrend) | RSI=69.2 (bearish zone) | MACD line above signal,1,0,-1,1,-1,0,0,0
RIO,100.04,NEUTRAL,1,12.5,3,2,-0.11,84.76,84.76,84.76,27.4,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +58.2% | RSI=83.1 (overbought),1,1,-1,1,-1,0,0,0
SONY,21.48,SELL,-3,37.5,1,4,-1.01,-16.29,-16.29,-16.29,24.9,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -19.6% | RSI=71.3 (overbought),-1,-1,-1,1,-1,0,0,0
GDS,45.08,NEUTRAL,1,12.5,3,2,0.85,65.61,65.61,65.61,51.2,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +63.7% | RSI=72.1 (overbought),1,1,-1,1,-1,0,0,0
NVO,40.6901,WEAK SELL,-2,25.0,1,3,0.42,-42.62,-42.62,-42.62,25.6,12-1mo return: -49.6% | RSI=85.0 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
HSBC,91.51,NEUTRAL,1,12.5,3,2,-0.71,63.14,63.14,63.14,32.7,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +41.7% | RSI=85.2 (overbought),1,1,-1,1,-1,0,0,0
UL,58.16,NEUTRAL,1,12.5,2,1,-0.63,-14.9,-14.9,-14.9,29.0,Price < SMA50 < SMA200 (downtrend) | RSI=42.1 (bullish zone) | MACD line above signal,-1,0,1,1,0,0,0,0
DEO,82.3122,SELL,-3,37.5,1,4,0.53,-16.57,-16.57,-16.57,27.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -25.1% | RSI=77.2 (overbought),-1,-1,-1,1,-1,0,0,0
MDB,262.47,SELL,-3,37.5,2,5,-0.35,27.66,27.66,27.66,58.9,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +31.4% | RSI=64.8 (bearish zone),-1,1,-1,1,-1,0,-1,-1
SHOP,132.96,NEUTRAL,-1,12.5,2,3,1.38,24.81,24.81,24.81,55.5,12-1mo return: +14.9% | RSI=73.6 (overbought) | MACD line above signal,0,1,-1,1,-1,0,-1,0
STNE,15.05,WEAK SELL,-2,25.0,1,3,-0.33,0.47,0.47,0.47,42.2,Price < SMA50 < SMA200 (downtrend) | RSI=68.1 (bearish zone) | MACD line above signal,-1,0,-1,1,-1,0,0,0
BP,45.195,BUY,3,37.5,4,1,1.36,49.13,49.13,49.13,35.5,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +51.3% | RSI=39.3 (bullish zone),1,1,1,-1,1,0,0,0
LTM,55.06,NEUTRAL,1,12.5,3,2,-1.08,47.77,47.77,47.77,56.5,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +32.3% | RSI=72.8 (overbought),1,1,-1,1,-1,0,0,0
MELI,1850.96,WEAK SELL,-2,25.0,1,3,-0.26,-22.54,-22.54,-22.54,35.4,12-1mo return: -30.2% | RSI=77.8 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
NU,15.115,NEUTRAL,-1,12.5,2,3,-1.47,24.92,24.92,24.92,39.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +17.0% | RSI=76.1 (overbought),-1,1,-1,1,-1,0,0,0
VALE,17.895,NEUTRAL,1,12.5,3,2,0.65,108.48,108.48,108.48,29.4,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +70.4% | RSI=89.1 (overbought),1,1,-1,1,-1,0,0,0
MSTR,165.71,SELL,-3,37.5,1,4,-0.49,-55.83,-55.83,-55.83,65.7,12-1mo return: -63.2% | RSI=84.5 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
COIN,207.515,SELL,-3,37.5,1,4,0.57,-18.25,-18.25,-18.25,68.8,12-1mo return: -20.1% | RSI=84.5 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
HOOD,90.61,WEAK SELL,-2,25.0,1,3,-0.15,20.89,20.89,20.89,70.8,RSI=86.7 (overbought) | MACD line above signal | Above upper band (BB%=1.01),0,0,-1,1,-1,0,-1,0
PBR,20.795,NEUTRAL,1,12.5,2,1,1.69,62.36,62.36,62.36,45.3,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +54.4% | MACD line below signal,1,1,0,-1,0,0,0,0
PLTR,144.49,NEUTRAL,0,0.0,2,2,-1.3,4.55,4.55,4.55,62.5,12-1mo return: +12.6% | RSI=56.2 (bearish zone) | MACD line above signal,0,1,-1,1,0,0,-1,0
SMCI,28.6358,WEAK SELL,-2,25.0,1,3,0.27,-33.58,-33.58,-33.58,69.3,12-1mo return: -28.6% | RSI=85.3 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
RIVN,17.01,NEUTRAL,0,0.0,3,3,-1.28,27.04,27.04,27.04,42.9,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +20.4% | RSI=77.4 (overbought),1,1,-1,1,-1,0,-1,0
SQM,89.48,NEUTRAL,1,12.5,3,2,0.77,178.23,178.23,178.23,62.6,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +132.2% | RSI=62.5 (bearish zone),1,1,-1,1,-1,0,0,0
LCID,6.9399,NEUTRAL,-1,12.5,3,4,-4.93,-67.72,-67.72,-67.72,69.6,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -52.1% | RSI=28.5 (oversold),-1,-1,1,-1,1,0,1,-1
SNOW,148.45,SELL,-3,37.5,1,4,3.1,-29.12,-29.12,-29.12,80.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -16.3% | MACD line above signal,-1,-1,0,1,0,0,-1,-1
APP,478.715,NEUTRAL,0,0.0,2,2,0.32,32.81,32.81,32.81,74.2,12-1mo return: +22.0% | RSI=77.1 (overbought) | MACD line above signal,0,1,-1,1,-1,0,0,0
ARM,172.05,SELL,-3,37.5,1,4,3.19,18.88,18.88,18.88,83.9,12-1mo return: -10.3% | RSI=77.8 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
SOFI,19.4101,NEUTRAL,-1,12.5,2,3,-0.1,34.51,34.51,34.51,45.8,12-1mo return: +18.4% | RSI=87.6 (overbought) | MACD line above signal,0,1,-1,1,-1,0,-1,0
RBLX,61.53,SELL,-3,37.5,1,4,1.97,-39.15,-39.15,-39.15,53.4,12-1mo return: -43.1% | RSI=73.7 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
UPST,34.36,SELL,-3,37.5,1,4,-0.61,-35.66,-35.66,-35.66,68.9,12-1mo return: -49.9% | RSI=89.3 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
AFRM,65.61,SELL,-3,37.5,1,4,1.72,9.53,9.53,9.53,60.1,12-1mo return: -25.8% | RSI=90.6 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
CRWD,426.92,SELL,-3,37.5,1,4,0.7,-13.23,-13.23,-13.23,57.2,12-1mo return: -13.0% | RSI=65.6 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
PENN,15.83,WEAK SELL,-2,25.0,1,3,-0.13,-3.89,-3.89,-3.89,44.6,12-1mo return: -14.0% | RSI=72.9 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
DKNG,22.93,WEAK SELL,-2,25.0,1,3,0.48,-39.85,-39.85,-39.85,54.0,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -34.7% | RSI=62.9 (bearish zone),-1,-1,-1,1,0,0,0,0
OPEN,5.315,NEUTRAL,0,0.0,2,2,0.47,837.39,837.39,837.39,70.7,12-1mo return: +806.5% | RSI=70.6 (overbought) | MACD line above signal,0,1,-1,1,-1,0,0,0
U,25.96,SELL,-3,37.5,1,4,0.15,10.23,10.23,10.23,69.6,12-1mo return: -18.7% | RSI=82.7 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
ZS,133.58,SELL,-3,37.5,1,4,-0.82,-56.53,-56.53,-56.53,67.3,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -49.4% | MACD line above signal,-1,-1,0,1,0,0,-1,-1
NET,202.76,NEUTRAL,0,0.0,1,1,0.88,11.88,11.88,11.88,85.3,12-1mo return: +22.1% | MACD line below signal,0,1,0,-1,0,0,0,0
CFLT,30.99,NEUTRAL,0,0.0,3,3,0.0,29.18,29.18,29.18,4.1,vs SMA50 | 12-1mo return: +27.4% | RSI=78.7 (overbought),1,1,-1,-1,-1,0,0,1
DDOG,127.43,WEAK SELL,-2,25.0,1,3,0.65,2.07,2.07,2.07,62.2,RSI=63.9 (bearish zone) | MACD line above signal | Near upper band (BB%=0.84),0,0,-1,1,-1,0,-1,0
PANW,168.1,WEAK SELL,-2,25.0,1,3,0.15,-16.8,-16.8,-16.8,54.2,12-1mo return: -16.0% | RSI=62.7 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
HUBS,224.29,WEAK SELL,-2,25.0,2,4,0.81,-59.58,-59.58,-59.58,69.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -52.7% | RSI=42.9 (bullish zone),-1,-1,1,1,0,0,-1,-1
PATH,10.5435,NEUTRAL,-1,12.5,1,2,1.28,-15.11,-15.11,-15.11,60.7,Price < SMA50 < SMA200 (downtrend) | MACD line above signal | High ATR 5.55% — chaotic downtrend,-1,0,0,1,0,0,0,-1
BILL,39.07,SELL,-3,37.5,1,4,0.67,-6.62,-6.62,-6.62,47.8,Price < SMA50 < SMA200 (downtrend) | RSI=57.7 (bearish zone) | MACD line above signal,-1,0,-1,1,-1,0,-1,0
GTLB,21.3999,SELL,-3,37.5,1,4,-0.09,-48.89,-48.89,-48.89,65.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -45.3% | MACD line above signal,-1,-1,0,1,0,0,-1,-1
ESTC,48.015,SELL,-3,37.5,1,4,0.96,-42.88,-42.88,-42.88,52.6,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -34.4% | MACD line above signal,-1,-1,0,1,0,0,-1,-1
TEAM,70.07,SELL,-4,50.0,1,5,4.68,-64.65,-64.65,-64.65,75.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -62.4% | MACD line above signal,-1,-1,0,1,-1,0,-1,-1
OKTA,75.07,SELL,-3,37.5,1,4,3.9,-23.92,-23.92,-23.92,75.9,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -18.2% | MACD bullish crossover,-1,-1,0,1,0,0,-1,-1
ZM,89.53,NEUTRAL,0,0.0,2,2,1.72,14.93,14.93,14.93,45.4,Price > SMA50 > SMA200 (uptrend) | RSI=69.7 (bearish zone) | MACD line above signal,1,0,-1,1,-1,0,0,0
IONQ,47.6989,WEAK SELL,-2,25.0,1,3,3.49,25.39,25.39,25.39,119.4,12-1mo return: -16.1% | RSI=89.6 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
DOCU,46.53,NEUTRAL,0,0.0,1,1,1.73,-37.8,-37.8,-37.8,49.6,12-1mo return: -36.2% | MACD bullish crossover,0,-1,0,1,0,0,0,0
QBTS,21.825,NEUTRAL,-1,12.5,1,2,0.62,40.35,40.35,40.35,122.9,RSI=84.4 (overbought) | MACD line above signal | Near upper band (BB%=0.99),0,0,-1,1,-1,0,0,0
EVGO,2.175,SELL,-5,62.5,1,6,-1.58,-51.88,-51.88,-51.88,62.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -54.6% | RSI=77.2 (overbought),-1,-1,-1,1,-1,0,-1,-1
ACHR,6.0699,SELL,-5,62.5,1,6,-0.66,-38.81,-38.81,-38.81,58.6,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -39.4% | RSI=76.5 (overbought),-1,-1,-1,1,-1,0,-1,-1
CHPT,6.47,WEAK SELL,-2,25.0,1,3,4.02,-52.7,-52.7,-52.7,80.5,12-1mo return: -60.5% | RSI=88.3 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
QUBT,9.8908,WEAK SELL,-2,25.0,1,3,3.35,-50.02,-50.02,-50.02,87.1,12-1mo return: -63.7% | RSI=89.8 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
MQ,4.455,SELL,-3,37.5,1,4,1.48,-20.3,-20.3,-20.3,39.9,12-1mo return: -29.7% | RSI=67.9 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
WBD,27.565,NEUTRAL,0,0.0,2,2,0.35,160.54,160.54,160.54,7.8,12-1mo return: +161.2% | RSI=64.9 (bearish zone) | MACD line above signal,0,1,-1,1,-1,0,0,0
RGTI,19.705,NEUTRAL,-1,12.5,2,3,-0.53,71.65,71.65,71.65,87.9,12-1mo return: +34.2% | RSI=86.8 (overbought) | MACD line above signal,0,1,-1,1,-1,0,-1,0
BLNK,0.79,SELL,-3,37.5,1,4,13.51,-8.25,-8.25,-8.25,122.8,12-1mo return: -37.2% | RSI=88.7 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
JOBY,9.105,WEAK SELL,-2,25.0,2,4,-1.25,5.26,5.26,5.26,46.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +12.0% | RSI=71.3 (overbought),-1,1,-1,1,-1,0,0,-1
NFLX,94.06,NEUTRAL,0,0.0,2,2,-3.34,-22.94,-22.94,-22.94,46.2,12-1mo return: -24.8% | MACD bearish crossover | Near lower band (BB%=0.30),0,-1,0,-1,1,0,1,0
ROKU,116.46,NEUTRAL,0,0.0,2,2,0.23,44.44,44.44,44.44,46.2,12-1mo return: +18.9% | RSI=96.8 (overbought) | MACD line above signal,0,1,-1,1,-1,0,0,0
TTD,22.895,SELL,-5,62.5,1,6,1.89,-66.15,-66.15,-66.15,55.0,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -65.2% | RSI=55.4 (bearish zone),-1,-1,-1,1,-1,0,-1,-1
SPOT,536.415,WEAK SELL,-2,25.0,1,3,-0.04,-25.63,-25.63,-25.63,37.5,12-1mo return: -33.1% | RSI=74.7 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
MGNI,13.75,WEAK SELL,-2,25.0,1,3,0.29,-24.57,-24.57,-24.57,36.1,12-1mo return: -31.5% | RSI=83.4 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
PERI,10.63,WEAK SELL,-2,25.0,1,3,0.19,9.93,9.93,9.93,34.9,RSI=72.4 (overbought) | MACD line above signal | Near upper band (BB%=0.97),0,0,-1,1,-1,0,-1,0
LYFT,14.3001,WEAK SELL,-2,25.0,1,3,-4.35,-4.35,-4.35,-4.35,41.4,12-1mo return: -10.5% | RSI=70.3 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
ABNB,142.55,NEUTRAL,-1,12.5,2,3,0.71,6.88,6.88,6.88,38.9,Price > SMA50 > SMA200 (uptrend) | RSI=81.7 (overbought) | MACD line above signal,1,0,-1,1,-1,0,-1,0
PUBM,9.815,WEAK SELL,-2,25.0,1,3,0.05,-11.58,-11.58,-11.58,38.8,12-1mo return: -27.3% | RSI=95.2 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
UBER,76.22,WEAK SELL,-2,25.0,1,3,-1.17,-10.08,-10.08,-10.08,35.4,12-1mo return: -11.1% | RSI=71.3 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
CRTO,19.48,SELL,-3,37.5,1,4,0.0,-17.04,-17.04,-17.04,28.5,12-1mo return: -25.6% | RSI=76.9 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
BKNG,189.61,WEAK SELL,-2,25.0,1,3,-1.25,-10.05,-10.05,-10.05,39.2,12-1mo return: -18.5% | RSI=72.8 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
APPS,3.775,SELL,-3,37.5,1,4,0.67,-49.93,-49.93,-49.93,77.6,12-1mo return: -57.0% | RSI=74.3 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
TRIP,11.33,WEAK SELL,-2,25.0,1,3,-0.53,-14.17,-14.17,-14.17,46.1,12-1mo return: -29.6% | RSI=66.2 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
DASH,187.67,SELL,-3,37.5,1,4,2.06,-14.46,-14.46,-14.46,50.9,12-1mo return: -27.4% | RSI=83.1 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
YELP,28.05,SELL,-3,37.5,1,4,0.39,-20.79,-20.79,-20.79,22.2,12-1mo return: -31.1% | RSI=89.7 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
EXPE,271.045,NEUTRAL,-1,12.5,2,3,1.96,68.28,68.28,68.28,42.0,12-1mo return: +48.6% | RSI=75.1 (overbought) | MACD line above signal,0,1,-1,1,-1,0,-1,0
